# generated by lexgen from seed/seed.json + domain/model.json — do not edit
# surface	kind	tag	value   (value = lemma for forms, suggestion for rejects, capitalized term for terms, capitalized parent category for member_of)
nested	reject_advice	VERB	"nested" is the past participle of the verb "nest" (not separately enabled); angloform allows one sense per word
never	form	NEG	never
new	form	ADJ	new
new	reject_advice	ADV	the adverbial sense (literary — "new-fallen snow") is not enabled; angloform has no adverb category
newer	form	ADJ_CMP	new
newest	form	ADJ_SUP	new
night	form	NOUN_SG	night
nights	form	NOUN_PL	night
nine	ban	-	counts are digits: write "3 files", not "three files" (ADR 0022)
no	form	QUANT_NEG	no
noise	form	NOUN_SG	noise
noise	reject_advice	VERB	the verb sense (dated — "to noise something abroad", meaning to spread word of) is not enabled; angloform allows one sense per word
noises	form	NOUN_PL	noise
noisier	form	ADJ_CMP	noisy
noisiest	form	ADJ_SUP	noisy
noisy	form	ADJ	noisy
normative	form	ADJ_LONG	normative
not	form	NEG	not
notation	form	NOUN_SG	notation
notations	form	NOUN_PL	notation
note	form	NOUN_SG	note
note	reject	VERB	record
notes	form	NOUN_PL	note
noun	form	NOUN_SG	noun
noun phrase	term	-	Noun Phrase
noun phrases	term	-	Noun Phrases
noun preposition	term	-	Noun Preposition
noun prepositions	term	-	Noun Prepositions
nouns	form	NOUN_PL	noun
november	form	NOUN_SG	november
novembers	form	NOUN_PL	november
number	form	NOUN_SG	number
number	reject_advice	VERB	the verb sense ("to number the pages"; "his days are numbered") is not enabled; angloform allows one sense per word
number word	term	-	Number Word
number words	term	-	Number Words
numbers	form	NOUN_PL	number
numeral	form	NOUN_SG	numeral
numeral	reject_advice	ADJ	the reference data attests an adjectival use of "numeral"; no common meaning could be confirmed — not enabled
numerals	form	NOUN_PL	numeral
object	form	NOUN_SG	object
object	reject_advice	VERB	the verb sense ("to object to something") is not enabled; angloform allows one sense per word
objects	form	NOUN_PL	object
obligation	form	NOUN_SG	obligation
obligations	form	NOUN_PL	obligation
observation	form	NOUN_SG	observation
observations	form	NOUN_PL	observation
obsolete	form	ADJ_LONG	obsolete
occur	form	VERB_INTRANS_BASE	occur
occurred	form	VERB_INTRANS_ED	occur
occurring	form	VERB_INTRANS_ING	occur
occurs	form	VERB_INTRANS_3SG	occur
october	form	NOUN_SG	october
octobers	form	NOUN_PL	october
of	form	PREP_N	of
offer	form	VERB_TRANS_BASE	offer
offer	reject_advice	NOUN	the noun sense (an offer) is not enabled; angloform allows one sense per word
offered	form	VERB_TRANS_ED	offer
offering	form	VERB_TRANS_ING	offer
offers	form	VERB_TRANS_3SG	offer
old	form	ADJ	old
old	reject_advice	NOUN	the noun sense ("the old", generic reference to old people) is not enabled; irrelevant to this domain
older	form	ADJ_CMP	old
oldest	form	ADJ_SUP	old
on	form	PREP_V	on
one	form	NUM_SG	one
ongoing	form	ADJ_LONG	ongoing
only	form	FOCUS	only
opaque	form	ADJ_LONG	opaque
opaque	reject_advice	NOUN	the reference data attests a noun use of "opaque"; no common meaning could be confirmed — not enabled
opaque	reject_advice	VERB	the verb sense (rare/technical — "to opaque a surface", i.e. make it opaque) is not enabled; angloform allows one sense per word
open	form	VERB_TRANS_BASE	open
open	reject_advice	ADJ	not closed
open	reject_advice	NOUN	a place, which is empty
open dependencies	term	-	Open Dependencies
open dependency	term	-	Open Dependency
opened	form	VERB_TRANS_ED	open
opening	form	VERB_TRANS_ING	open
opens	form	VERB_TRANS_3SG	open
opportunities	form	NOUN_PL	opportunity
opportunity	form	NOUN_SG	opportunity
optimize	form	VERB_TRANS_BASE	optimize
optimized	form	VERB_TRANS_ED	optimize
optimizes	form	VERB_TRANS_3SG	optimize
optimizing	form	VERB_TRANS_ING	optimize
optional	form	ADJ_LONG	optional
or	form	CONJ	or
orange	form	COLOR_ADJ	orange
orange	reject_gap	NOUN	no already-enabled word covers this sense yet
order	form	NOUN_SG	order
order	reject_advice	VERB	the verb sense ("to order food") is not enabled; angloform allows one sense per word
ordered	form	ADJ_LONG	ordered
orders	form	NOUN_PL	order
ordinal	term	-	Ordinal
ordinals	term	-	Ordinals
ordinary	form	ADJ_LONG	ordinary
ordinary	reject_advice	NOUN	the noun sense (heraldry/legal jargon — "an ordinary") is not enabled; angloform allows one sense per word
organize	form	VERB_TRANS_BASE	organize
organized	form	VERB_TRANS_ED	organize
organizes	form	VERB_TRANS_3SG	organize
organizing	form	VERB_TRANS_ING	organize
original	form	ADJ_LONG	original
original	reject_advice	NOUN	the noun sense ("the original", or "she's an original") is not enabled; angloform allows one sense per word
orthographic	form	ADJ_LONG	orthographic
orthographies	form	NOUN_PL	orthography
orthography	form	NOUN_SG	orthography
other	form	OTHER	other
our	ban	-	name the group - "the maintainers", "the team" - or use an imperative; "we" hides who acts (ADR 0020)
output	form	NOUN_SG	output
output	reject_advice	VERB	the verb sense ("to output a value") is not enabled; angloform allows one sense per word
outputs	form	NOUN_PL	output
outrank	form	VERB_TRANS_BASE	outrank
outranked	form	VERB_TRANS_ED	outrank
outranking	form	VERB_TRANS_ING	outrank
outranks	form	VERB_TRANS_3SG	outrank
over	form	PREP_V	over
overridden	form	VERB_TRANS_ED	override
override	form	VERB_TRANS_BASE	override
override	reject_advice	NOUN	the noun sense (a manual override) is not enabled; angloform allows one sense per word
overrides	form	VERB_TRANS_3SG	override
overriding	form	VERB_TRANS_ING	override
overrode	form	VERB_TRANS_ED	override
overshoot	form	VERB_INTRANS_BASE	overshoot
overshoot	reject_advice	NOUN	the noun sense (an overshoot) is not enabled; angloform allows one sense per word
overshooting	form	VERB_INTRANS_ING	overshoot
overshoots	form	VERB_INTRANS_3SG	overshoot
overshot	form	VERB_INTRANS_ED	overshoot
pack	form	NOUN_SG	pack
pack	reject_advice	VERB	the verb sense ("to pack a suitcase") is not enabled; angloform allows one sense per word
packs	form	NOUN_PL	pack
padding	form	NOUN_SG	padding
paddings	form	NOUN_PL	padding
paid	form	VERB_TRANS_ED	pay
pair	form	NOUN_SG	pair
pair	reject_advice	VERB	the verb sense ("to pair socks"; "wine pairs with cheese") is not enabled; angloform allows one sense per word
pairs	form	NOUN_PL	pair
paradigm	term	-	Paradigm
paradigms	term	-	Paradigms
paragraph	form	NOUN_SG	paragraph
paragraph	reject_advice	VERB	the verb sense ("to paragraph a document", i.e. divide it into paragraphs) is not enabled; angloform allows one sense per word
paragraphs	form	NOUN_PL	paragraph
paraphrase	form	NOUN_SG	paraphrase
paraphrase	reject_advice	VERB	the verb sense ("to paraphrase a text") is not enabled; angloform allows one sense per word
paraphrases	form	NOUN_PL	paraphrase
parse	form	VERB_TRANS_BASE	parse
parse	term	-	Parse
parsed	form	VERB_TRANS_ED	parse
parser	form	NOUN_SG	parser
parsers	form	NOUN_PL	parser
parses	form	VERB_TRANS_3SG	parse
parses	term	-	Parses
parsing	form	VERB_TRANS_ING	parse
part	form	NOUN_SG	part
part	reject_advice	ADV	the adverbial sense ("part finished", "part French") is not enabled; angloform has no adverb category
part	reject_advice	VERB	the verb sense ("to part ways", or "to part your hair") is not enabled; angloform allows one sense per word
participle	term	-	Participle
participles	term	-	Participles
parts	form	NOUN_PL	part
passive	term	-	Passive
passives	term	-	Passives
past	form	ADJ	past
past	reject_advice	ADV	the adverbial sense ("she walked past") is not enabled; angloform has no adverb category
past	reject_advice	NOUN	the noun sense (the past) is not enabled; angloform allows one sense per word
paster	form	ADJ_CMP	past
pastest	form	ADJ_SUP	past
pattern	form	NOUN_SG	pattern
pattern	reject_advice	VERB	the verb sense ("to pattern oneself after someone") is not enabled; angloform allows one sense per word
patterns	form	NOUN_PL	pattern
pay	form	VERB_TRANS_BASE	pay
pay	reject_advice	NOUN	the noun sense (pay, i.e. a salary) is not enabled; angloform allows one sense per word
payday	form	NOUN_SG	payday
paydays	form	NOUN_PL	payday
paying	form	VERB_TRANS_ING	pay
pays	form	VERB_TRANS_3SG	pay
pending	form	ADJ_LONG	pending
people	form	NOUN_PL	person
percent	form	PERCENT	percent
perfect	form	ADJ_LONG	perfect
perfect	reject_advice	NOUN	the noun sense (grammar jargon — "the perfect", a verb tense/aspect) is not enabled; angloform allows one sense per word
perfect	reject_advice	VERB	the verb sense ("to perfect a technique") is not enabled; angloform allows one sense per word
perhaps	ban	-	epistemic hedges are banned - state the claim directly, or name the source and let the reader judge it (ADR 0042)
permanent	form	ADJ_LONG	permanent
permanent	reject_advice	NOUN	the noun sense (a permanent — a hairstyle, informally "a perm") is not enabled; angloform allows one sense per word
permission	form	NOUN_SG	permission
permissions	form	NOUN_PL	permission
permit	ban	-	write "allow" ("the Grammar allows the word")
permits	ban	-	write "allows"
person	form	NOUN_SG	person
photo	form	NOUN_SG	photo
photographer	form	NOUN_SG	photographer
photographers	form	NOUN_PL	photographer
photos	form	NOUN_PL	photo
phrase	form	NOUN_SG	phrase
phrase	reject_advice	VERB	the verb sense ("how you phrase something") is not enabled; angloform allows one sense per word
phrases	form	NOUN_PL	phrase
pick	form	VERB_TRANS_BASE	pick
pick	reject_advice	NOUN	the noun sense (a pick, e.g. a guitar pick or an ice pick) is not enabled; angloform allows one sense per word
picked	form	VERB_TRANS_ED	pick
picking	form	VERB_TRANS_ING	pick
picks	form	VERB_TRANS_3SG	pick
pin	form	VERB_TRANS_BASE	pin
pin	reject_advice	NOUN	the noun sense (a pin, a fastener) is not enabled; angloform allows one sense per word
pink	form	COLOR_ADJ	pink
pink	reject_gap	NOUN	no already-enabled word covers this sense yet
pink	reject_gap	VERB	no already-enabled word covers this sense yet
pinned	form	VERB_TRANS_ED	pin
pinning	form	VERB_TRANS_ING	pin
pins	form	VERB_TRANS_3SG	pin
place	form	NOUN_SG	place
place	reject_advice	VERB	the verb sense ("to place", e.g. an order or an object) is not enabled; angloform allows one sense per word
places	form	NOUN_PL	place
plain	form	ADJ	plain
plain	reject_advice	ADV	the adverbial sense ("plain forgot", informal for "plainly") is not enabled; angloform has no adverb category
plain	reject_advice	NOUN	the noun sense (a plain, the landform) is not enabled; angloform allows one sense per word
plain	reject_advice	VERB	the verb sense (archaic — to complain, or to make plain) is not enabled; angloform allows one sense per word
plainer	form	ADJ_CMP	plain
plainest	form	ADJ_SUP	plain
plan	form	VERB_TRANS_BASE	plan
plan	reject_advice	NOUN	the noun sense (a plan) is not enabled; angloform allows one sense per word
planned	form	VERB_TRANS_ED	plan
planning	form	VERB_TRANS_ING	plan
plans	form	VERB_TRANS_3SG	plan
plant	form	NOUN_SG	plant
plant	reject_gap	VERB	no already-enabled word covers this sense yet
plants	form	NOUN_PL	plant
pleasant	form	ADJ_LONG	pleasant
please	ban	-	politeness markers are not angloform - state the instruction directly or write "you must ..."
plural	form	ADJ_LONG	plural
plural	reject_advice	NOUN	the noun sense (grammar jargon — "the plural", the plural form) is not enabled; angloform allows one sense per word
point	form	NOUN_SG	point
point	reject_advice	VERB	the verb sense ("to point at something") is not enabled; angloform allows one sense per word
points	form	NOUN_PL	point
policies	form	NOUN_PL	policy
policy	form	NOUN_SG	policy
politeness	form	NOUN_SG	politeness
politenesses	form	NOUN_PL	politeness
position	form	NOUN_SG	position
position	reject_advice	VERB	the verb sense ("to position something") is not enabled; angloform allows one sense per word
positions	form	NOUN_PL	position
positive	form	ADJ_LONG	positive
positive	reject_advice	NOUN	the noun sense (photography — a positive print; mathematics — a positive number) is not enabled; angloform allows one sense per word
possession	form	NOUN_SG	possession
possessions	form	NOUN_PL	possession
possessive	form	ADJ_LONG	possessive
possessive	reject_advice	NOUN	the noun sense (a possessive, the grammatical case/pronoun) is not enabled; angloform allows one sense per word
possibilities	form	NOUN_PL	possibility
possibility	form	NOUN_SG	possibility
possibly	ban	-	epistemic hedges are banned - state the claim directly, or name the source and let the reader judge it (ADR 0042)
poverties	form	NOUN_PL	poverty
poverty	form	NOUN_SG	poverty
precede	form	VERB_TRANS_BASE	precede
preceded	form	VERB_TRANS_ED	precede
precedent	form	NOUN_SG	precedent
precedent	reject_advice	ADJ	the adjective sense (formal/legal — "precedent" meaning preceding) is not enabled; angloform allows one sense per word
precedents	form	NOUN_PL	precedent
precedes	form	VERB_TRANS_3SG	precede
preceding	form	VERB_TRANS_ING	precede
precision	form	NOUN_SG	precision
precisions	form	NOUN_PL	precision
precondition	form	NOUN_SG	precondition
precondition	reject_advice	VERB	the verb sense ("to precondition something") is not enabled; angloform allows one sense per word
preconditions	form	NOUN_PL	precondition
predicate	form	NOUN_SG	predicate
predicate	reject_advice	ADJ	the adjective sense (attributive use, e.g. "predicate nominative") is not enabled; angloform allows one sense per word
predicate	reject_advice	VERB	the verb sense ("to predicate one thing on another") is not enabled; angloform allows one sense per word
predicates	form	NOUN_PL	predicate
predict	form	VERB_TRANS_BASE	predict
predicted	form	VERB_TRANS_ED	predict
predicting	form	VERB_TRANS_ING	predict
predicts	form	VERB_TRANS_3SG	predict
prefer	form	VERB_TRANS_BASE	prefer
preference	form	NOUN_SG	preference
preferences	form	NOUN_PL	preference
preferred	form	VERB_TRANS_ED	prefer
preferring	form	VERB_TRANS_ING	prefer
prefers	form	VERB_TRANS_3SG	prefer
preposition	form	NOUN_SG	preposition
prepositional phrase	term	-	Prepositional Phrase
prepositional phrases	term	-	Prepositional Phrases
prepositions	form	NOUN_PL	preposition
present	form	ADJ_LONG	present
present	reject_advice	NOUN	the noun sense (a present — a gift, or "the present" moment) is not enabled; angloform allows one sense per word
present	reject_advice	VERB	the verb sense ("to present something") is not enabled; angloform allows one sense per word
pressure	form	NOUN_SG	pressure
pressure	reject_advice	VERB	the verb sense ("to pressure someone") is not enabled; angloform allows one sense per word
pressures	form	NOUN_PL	pressure
presumably	ban	-	epistemic hedges are banned - state the claim directly, or name the source and let the reader judge it (ADR 0042)
prevent	form	VERB_TRANS_BASE	prevent
prevented	form	VERB_TRANS_ED	prevent
preventing	form	VERB_TRANS_ING	prevent
prevents	form	VERB_TRANS_3SG	prevent
primary	form	ADJ_LONG	primary
primary	reject_advice	NOUN	the noun sense (a political primary election) is not enabled; angloform allows one sense per word
prior	form	ADJ	prior
prior	reject_advice	NOUN	the noun sense (a prior, the head of a religious house) is not enabled; angloform allows one sense per word
priorer	form	ADJ_CMP	prior
priorest	form	ADJ_SUP	prior
probably	ban	-	epistemic hedges are banned - state the claim directly, or name the source and let the reader judge it (ADR 0042)
problem	form	NOUN_SG	problem
problems	form	NOUN_PL	problem
procedure	form	NOUN_SG	procedure
procedures	form	NOUN_PL	procedure
process	form	NOUN_SG	process
process	reject	VERB	handle
processes	form	NOUN_PL	process
produce	form	VERB_TRANS_BASE	produce
produce	reject_advice	NOUN	a thing, which grows in a place
produced	form	VERB_TRANS_ED	produce
produces	form	VERB_TRANS_3SG	produce
producing	form	VERB_TRANS_ING	produce
product	form	NOUN_SG	product
products	form	NOUN_PL	product
profile	form	NOUN_SG	profile
profile	reject_advice	VERB	the verb sense ("to profile a suspect"; software "to profile code") is not enabled; angloform allows one sense per word
profiles	form	NOUN_PL	profile
program	form	NOUN_SG	program
program	reject	VERB	write
programmer	form	NOUN_SG	programmer
programmers	form	NOUN_PL	programmer
programs	form	NOUN_PL	program
progressive	term	-	Progressive
progressives	term	-	Progressives
prohibition	term	-	Prohibition
prohibitions	term	-	Prohibitions
project	form	NOUN_SG	project
project	reject_advice	VERB	the verb sense (to project, e.g. an image or a plan) is not enabled; angloform allows one sense per word
projects	form	NOUN_PL	project
promotion	form	NOUN_SG	promotion
promotions	form	NOUN_PL	promotion
prompt	form	NOUN_SG	prompt
prompt	reject_advice	ADJ	the adjective sense ("a prompt reply", meaning quick) is not enabled; angloform allows one sense per word
prompt	reject_advice	ADV	the adverbial sense ("at six o'clock prompt") is not enabled; angloform has no adverb category
prompt	reject_advice	VERB	the verb sense ("to prompt someone", or an AI prompt) is not enabled; angloform allows one sense per word
prompts	form	NOUN_PL	prompt
pronoun	term	-	Pronoun
pronouns	term	-	Pronouns
properties	form	NOUN_PL	property
property	form	NOUN_SG	property
proposal	form	NOUN_SG	proposal
proposals	form	NOUN_PL	proposal
propositional loss	term	-	Propositional Loss
propositional losses	term	-	Propositional Losses
prose	form	NOUN_SG	prose
prose	reject_advice	VERB	the verb sense (archaic — to write or speak tediously) is not enabled; angloform allows one sense per word
proses	form	NOUN_PL	prose
protect	form	VERB_TRANS_BASE	protect
protected	form	VERB_TRANS_ED	protect
protecting	form	VERB_TRANS_ING	protect
protects	form	VERB_TRANS_3SG	protect
prototype	form	NOUN_SG	prototype
prototypes	form	NOUN_PL	prototype
provisional	form	ADJ_LONG	provisional
provisional	reject_advice	NOUN	the noun sense (historical/political — "the Provisionals", a faction name) is not enabled; angloform allows one sense per word
proxies	form	NOUN_PL	proxy
proxy	form	NOUN_SG	proxy
purple	form	COLOR_ADJ	purple
purple	reject_gap	NOUN	no already-enabled word covers this sense yet
purple	reject_gap	VERB	no already-enabled word covers this sense yet
purpose	form	NOUN_SG	purpose
purpose	reject_advice	VERB	the verb sense (formal/archaic — "I purpose to do something") is not enabled; angloform allows one sense per word
purposes	form	NOUN_PL	purpose
put	form	VERB_TRANS_BASE	put
put	reject_advice	NOUN	the noun sense (finance jargon — "a put option") is not enabled; angloform allows one sense per word
puts	form	VERB_TRANS_3SG	put
putting	form	VERB_TRANS_ING	put
qualities	form	NOUN_PL	quality
quality	form	NOUN_SG	quality
quality	reject_advice	ADJ	the adjective sense ("quality time", meaning good) is not enabled; angloform allows one sense per word
quantification	form	NOUN_SG	quantification
quantifications	form	NOUN_PL	quantification
quantified	form	ADJ_LONG	quantified
quantified	reject_advice	VERB	"quantified" is the past participle of the verb "quantify" (not separately enabled); angloform allows one sense per word
quantifier	form	NOUN_SG	quantifier
quantifiers	form	NOUN_PL	quantifier
quantities	form	NOUN_PL	quantity
quantity	form	NOUN_SG	quantity
question	form	NOUN_SG	question
question	reject_advice	VERB	the verb sense ("to question someone") is not enabled; angloform allows one sense per word
questions	form	NOUN_PL	question
queue	form	NOUN_SG	queue
queue	reject	VERB	wait
queues	form	NOUN_PL	queue
quotation	form	NOUN_SG	quotation
quotations	form	NOUN_PL	quotation
quoted	form	ADJ_LONG	quoted
quoted	reject_advice	VERB	"quoted" is the past participle of the verb "quote" (deliberately not enabled); angloform allows one sense per word
range	form	NOUN_SG	range
range	reject_advice	VERB	the verb sense ("prices range from X to Y") is not enabled; angloform allows one sense per word
ranges	form	NOUN_PL	range
rank	form	VERB_TRANS_BASE	rank
rank	reject_advice	ADJ	the adjective sense ("a rank smell", or "a rank amateur" meaning utter) is not enabled; angloform allows one sense per word
rank	reject_advice	NOUN	the noun sense (a rank, e.g. military) is not enabled; angloform allows one sense per word
ranked	form	VERB_TRANS_ED	rank
ranking	form	VERB_TRANS_ING	rank
ranks	form	VERB_TRANS_3SG	rank
rare	form	ADJ_LONG	rare
rarities	form	NOUN_PL	rarity
rarity	form	NOUN_SG	rarity
ratio	form	NOUN_SG	ratio
rationale	form	NOUN_SG	rationale
rationales	form	NOUN_PL	rationale
ratios	form	NOUN_PL	ratio
reactive	form	ADJ_LONG	reactive
read	form	VERB_TRANS_BASE	read
read	reject	NOUN	document
read	reject_advice	ADJ	not new
readabilities	form	NOUN_PL	readability
readability	form	NOUN_SG	readability
readable	form	ADJ_LONG	readable
reader	form	NOUN_SG	reader
readers	form	NOUN_PL	reader
reading	form	VERB_TRANS_ING	read
reads	form	VERB_TRANS_3SG	read
real	form	ADJ	real
real	reject_advice	ADV	the adverbial sense (informal — "real good", nonstandard for "really") is not enabled; angloform has no adverb category
real	reject_advice	NOUN	the noun sense (mathematics — "the reals"; historically a Spanish coin) is not enabled; angloform allows one sense per word
realer	form	ADJ_CMP	real
realest	form	ADJ_SUP	real
reappear	form	VERB_INTRANS_BASE	reappear
reappeared	form	VERB_INTRANS_ED	reappear
reappearing	form	VERB_INTRANS_ING	reappear
reappears	form	VERB_INTRANS_3SG	reappear
reason	form	NOUN_SG	reason
reason	reject_advice	VERB	the verb sense ("to reason through a problem") is not enabled; angloform allows one sense per word
reasons	form	NOUN_PL	reason
rebuild	form	VERB_TRANS_BASE	rebuild
rebuilding	form	VERB_TRANS_ING	rebuild
rebuilds	form	VERB_TRANS_3SG	rebuild
rebuilt	form	VERB_TRANS_ED	rebuild
recast	form	VERB_TRANS_BASE	recast
recast	reject_advice	NOUN	the noun sense (a recast, e.g. of a cast of actors) is not enabled; angloform allows one sense per word
recasting	form	VERB_TRANS_ING	recast
recasts	form	VERB_TRANS_3SG	recast
receive	form	VERB_TRANS_BASE	receive
received	form	VERB_TRANS_ED	receive
receives	form	VERB_TRANS_3SG	receive
receiving	form	VERB_TRANS_ING	receive
recognize	form	VERB_TRANS_BASE	recognize
recognized	form	VERB_TRANS_ED	recognize
recognizes	form	VERB_TRANS_3SG	recognize
recognizing	form	VERB_TRANS_ING	recognize
record	form	VERB_TRANS_BASE	record
record	reject_advice	NOUN	the noun sense (a record) is not enabled; angloform allows one sense per word
recorded	form	VERB_TRANS_ED	record
recording	form	VERB_TRANS_ING	record
records	form	VERB_TRANS_3SG	record
red	form	COLOR_ADJ	red
red	reject_gap	NOUN	no already-enabled word covers this sense yet
red	reject_gap	VERB	no already-enabled word covers this sense yet
redirect	term	-	Redirect
redirects	term	-	Redirects
reduce	form	VERB_TRANS_BASE	reduce
reduced	form	VERB_TRANS_ED	reduce
reduced relative	term	-	Reduced Relative
reduced relatives	term	-	Reduced Relatives
reduces	form	VERB_TRANS_3SG	reduce
reducing	form	VERB_TRANS_ING	reduce
refer	form	VERB_INTRANS_BASE	refer
refer	reject_advice	ADJ	the reference data attests an adjectival use of "refer"; no common meaning could be confirmed — not enabled
refer	reject_advice	NOUN	the reference data attests a noun use of "refer"; no common meaning could be confirmed — not enabled
refered	form	VERB_INTRANS_ED	refer
reference	form	NOUN_SG	reference
reference	reject_advice	VERB	the verb sense ("to reference a source") is not enabled; angloform allows one sense per word
reference ambiguities	term	-	Reference Ambiguities
reference ambiguity	term	-	Reference Ambiguity
references	form	NOUN_PL	reference
referent	form	NOUN_SG	referent
referent	reject_advice	ADJ	the adjective sense (e.g. "referent power" in social-psychology terminology) is not enabled; angloform allows one sense per word
referents	form	NOUN_PL	referent
refering	form	VERB_INTRANS_ING	refer
refers	form	VERB_INTRANS_3SG	refer
refuse	form	VERB_TRANS_BASE	refuse
refuse	reject_advice	NOUN	the noun sense (refuse, meaning garbage — a different word, same spelling) is not enabled; angloform allows one sense per word
refused	form	VERB_TRANS_ED	refuse
refuses	form	VERB_TRANS_3SG	refuse
refusing	form	VERB_TRANS_ING	refuse
register	form	NOUN_SG	register
register	reject_advice	VERB	the verb sense ("to register a car") is not enabled; angloform allows one sense per word
register loss	term	-	Register Loss
register losses	term	-	Register Losses
registers	form	NOUN_PL	register
regret	form	VERB_TRANS_BASE	regret
regret	reject_advice	NOUN	the noun sense (a regret) is not enabled; angloform allows one sense per word
regrets	form	VERB_TRANS_3SG	regret
regretted	form	VERB_TRANS_ED	regret
regretting	form	VERB_TRANS_ING	regret
reject	form	VERB_TRANS_BASE	reject
reject	reject_advice	NOUN	a person, who does not belong
rejected	form	VERB_TRANS_ED	reject
rejected sense	term	-	Rejected Sense
rejected senses	term	-	Rejected Senses
rejecting	form	VERB_TRANS_ING	reject
rejection	term	-	Rejection
rejections	term	-	Rejections
rejects	form	VERB_TRANS_3SG	reject
relation	form	NOUN_SG	relation
relations	form	NOUN_PL	relation
relative	form	ADJ_LONG	relative
relative	reject_advice	NOUN	the noun sense (a relative, i.e. a family member) is not enabled; angloform allows one sense per word
remedies	form	NOUN_PL	remedy
remedy	form	NOUN_SG	remedy
remedy	reject_advice	VERB	the verb sense ("to remedy a problem") is not enabled; angloform allows one sense per word
remove	form	VERB_TRANS_BASE	remove
remove	reject_advice	NOUN	the noun sense (formal — "at one remove", meaning at a distance) is not enabled; angloform allows one sense per word
removed	form	VERB_TRANS_ED	remove
removes	form	VERB_TRANS_3SG	remove
removing	form	VERB_TRANS_ING	remove
rename	form	VERB_TRANS_BASE	rename
renamed	form	VERB_TRANS_ED	rename
renames	form	VERB_TRANS_3SG	rename
renaming	form	VERB_TRANS_ING	rename
rendering	form	NOUN_SG	rendering
renderings	form	NOUN_PL	rendering
reopen	form	VERB_TRANS_BASE	reopen
reopened	form	VERB_TRANS_ED	reopen
reopening	form	VERB_TRANS_ING	reopen
reopens	form	VERB_TRANS_3SG	reopen
repair	form	NOUN_SG	repair
repair	reject_advice	VERB	the verb sense ("to repair something") is not enabled; angloform allows one sense per word
repairs	form	NOUN_PL	repair
repeat	form	VERB_TRANS_BASE	repeat
repeat	reject_advice	NOUN	the noun sense (a repeat, e.g. a rerun) is not enabled; angloform allows one sense per word
repeated	form	VERB_TRANS_ED	repeat
repeating	form	VERB_TRANS_ING	repeat
repeats	form	VERB_TRANS_3SG	repeat
repetition	form	NOUN_SG	repetition
repetitions	form	NOUN_PL	repetition
repetitive	form	ADJ_LONG	repetitive
replace	form	VERB_TRANS_BASE	replace
replaced	form	VERB_TRANS_ED	replace
replacement	form	NOUN_SG	replacement
replacements	form	NOUN_PL	replacement
replaces	form	VERB_TRANS_3SG	replace
replacing	form	VERB_TRANS_ING	replace
report	form	NOUN_SG	report
report	reject	VERB	describe
reports	form	NOUN_PL	report
repositories	form	NOUN_PL	repository
repository	form	NOUN_SG	repository
request	form	NOUN_SG	request
request	reject	VERB	ask
requests	form	NOUN_PL	request
require	form	VERB_TRANS_BASE	require
required	form	VERB_TRANS_ED	require
requires	form	VERB_TRANS_3SG	require
requiring	form	VERB_TRANS_ING	require
research	form	NOUN_SG	research
research	reject_advice	VERB	the verb sense (to research something) is not enabled; angloform allows one sense per word
researches	form	NOUN_PL	research
reserve	form	VERB_TRANS_BASE	reserve
reserve	reject_advice	NOUN	the noun sense (a reserve, e.g. a nature reserve, or reticence — "with reserve") is not enabled; angloform allows one sense per word
reserved	form	VERB_TRANS_ED	reserve
reserves	form	VERB_TRANS_3SG	reserve
reserving	form	VERB_TRANS_ING	reserve
resolution	form	NOUN_SG	resolution
resolutions	form	NOUN_PL	resolution
resolve	form	VERB_TRANS_BASE	resolve
resolve	reject_advice	NOUN	the noun sense ("show some resolve", meaning determination) is not enabled; angloform allows one sense per word
resolved	form	VERB_TRANS_ED	resolve
resolves	form	VERB_TRANS_3SG	resolve
resolving	form	VERB_TRANS_ING	resolve
restructure	form	VERB_TRANS_BASE	restructure
restructured	form	VERB_TRANS_ED	restructure
restructures	form	VERB_TRANS_3SG	restructure
restructuring	form	VERB_TRANS_ING	restructure
result	form	NOUN_SG	result
result	reject	VERB	follow
results	form	NOUN_PL	result
retried	form	VERB_TRANS_ED	retry
retries	form	VERB_TRANS_3SG	retry
retry	form	VERB_TRANS_BASE	retry
retrying	form	VERB_TRANS_ING	retry
return	form	VERB_TRANS_BASE	return
return	reject	NOUN	response
returned	form	VERB_TRANS_ED	return
returning	form	VERB_TRANS_ING	return
returns	form	VERB_TRANS_3SG	return
reversal	form	NOUN_SG	reversal
reversals	form	NOUN_PL	reversal
review	form	VERB_TRANS_BASE	review
review	reject_advice	NOUN	the noun sense (a review) is not enabled; angloform allows one sense per word
reviewed	form	VERB_TRANS_ED	review
reviewing	form	VERB_TRANS_ING	review
reviews	form	VERB_TRANS_3SG	review
revisit	form	VERB_TRANS_BASE	revisit
revisited	form	VERB_TRANS_ED	revisit
revisiting	form	VERB_TRANS_ING	revisit
revisits	form	VERB_TRANS_3SG	revisit
reward	form	VERB_TRANS_BASE	reward
reward	reject_advice	NOUN	the noun sense (a reward) is not enabled; angloform allows one sense per word
rewarded	form	VERB_TRANS_ED	reward
rewarding	form	VERB_TRANS_ING	reward
rewards	form	VERB_TRANS_3SG	reward
rewrite	form	NOUN_SG	rewrite
rewrite	reject_advice	VERB	the verb sense ("to rewrite something") is not enabled; angloform allows one sense per word
rewrites	form	NOUN_PL	rewrite
right	form	NOUN_SG	right
